blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""080010085401""","""Denver-Aurora-Lakewood, CO""",1,6977,2377,3236.12,57,68,68,34,42,41,24,26,27,11.54,8.48,2.12,2,2,24773,21823,24443,0,0,0,15616,13594,14666,12125,10519,11223,3491,3074,3443,0,0,0,0,0,0,2,1.6,3.03,0.73,11302,93,9001,88,18,70,1065,1839,1841,1770,97,3
"""080010083531""","""Denver-Aurora-Lakewood, CO""",1,25,25,19176.97,,,,,,,21,23,24,,,1.85,2,2,22433,19835,22162,2,2,3,13759,11969,12896,10548,9136,9719,3161,2794,3122,49,38,55,42,32,47,6,2.3,0.28,0,4532,20,6958,87,113,6,2515,,,,52,48
"""080019887001""","""Denver-Aurora-Lakewood, CO""",1,0,0,16720.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,0,0,,,,,,,2497,,,,,
"""080050071012""","""Denver-Aurora-Lakewood, CO""",1,1248,450,4082.85,46,54,54,21,26,26,25,27,28,11.07,1.22,2.21,2,2,26192,23505,25893,0,0,0,16328,14404,15335,12637,11093,11688,3691,3311,3648,0,0,0,0,0,0,1.9,0.2,1.2,0.11,1495,87,1513,83,68,19,2127,1154,1226,876,79,21
"""080130137024""","""Boulder, CO""",1,769,418,4963.45,51,60,65,28,35,37,23,25,29,10.28,0.87,2.22,2,2,25948,23244,26207,0,0,0,16336,14427,15502,12679,11153,11810,3657,3274,3692,0,0,0,0,0,0,0.9,1.6,0.52,0.08,3429,100,4324,85,106,15,2746,1641,1744,1178,82,18
"""080130132011""","""Boulder, CO""",1,1572,639,14467.04,55,65,71,32,40,42,23,25,29,10.06,0.44,2.27,2,2,24950,22340,25217,0,0,0,16453,14439,15658,12937,11292,12106,3516,3147,3552,0,0,0,0,0,0,0.7,0.5,0.4,0.04,4448,99,4175,86,119,7,3026,1886,1975,1385,85,15
"""080130606001""","""Boulder, CO""",1,821,357,8641.7,49,57,63,27,34,36,21,23,27,9.7,0.4,2.07,2,2,23284,20914,23508,0,0,0,15091,13109,14375,11810,10163,11064,3281,2946,3312,0,0,0,0,0,0,2.6,1.9,2.66,0.04,8407,73,11680,89,92,9,2275,1622,1611,1657,76,24
"""081230021033""","""Greeley, CO""",1,2848,1095,10215.76,62,74,68,35,43,39,28,30,29,11.3,1.21,2.26,2,2,26861,24011,25891,0,0,0,16711,14755,15580,12926,11373,11933,3785,3383,3647,0,0,0,0,0,0,2.2,0,2.25,0.11,4399,82,5880,89,66,16,2184,1743,1894,1168,79,21
"""080410038021""","""Colorado Springs, CO""",1,0,0,10052.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,0.06,0,,,,,,21,1950,,,,,
"""080590120332""","""Denver-Aurora-Lakewood, CO""",1,879,372,1927.73,62,74,74,37,46,45,25,27,29,10.61,2.05,2.22,2,2,26250,23367,25942,0,0,0,16345,14353,15374,12646,11061,11720,3699,3292,3654,0,0,0,0,0,0,0.5,2.8,0.23,0.19,5341,100,5565,85,84,24,2578,2027,2079,1208,94,6
"""080590120311""","""Denver-Aurora-Lakewood, CO""",1,1469,529,6230.45,61,73,73,36,45,44,25,28,29,11.29,0.96,2.25,2,2,26519,23750,26218,0,0,0,16604,14662,15617,12867,11316,11924,3737,3346,3693,0,0,0,0,0,0,0.4,2,0.25,0.08,3377,98,3160,84,168,9,3195,1964,2090,1137,87,13
"""080599804001""","""Denver-Aurora-Lakewood, CO""",1,1290,0,195.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,0,,,,,,,1982,,,,,
"""080590120302""","""Denver-Aurora-Lakewood, CO""",1,693,224,4236.68,65,78,77,40,50,48,25,28,29,10.97,0.58,2.27,2,2,26422,23551,26129,0,0,0,16688,14729,15704,12964,11411,12023,3724,3318,3681,0,0,0,0,0,0,0.5,2.1,0.11,0.05,3433,92,3475,84,151,10,2788,2170,2170,,91,9
"""080690013014""","""Fort Collins, CO""",1,1054,441,7809.59,65,78,72,38,48,42,27,31,30,10.92,0.62,2.26,2,2,26169,23490,26450,0,0,0,15970,14667,15931,12284,11358,12205,3686,3309,3726,0,0,0,0,0,0,0.8,0.2,0.15,0.06,2633,98,2983,85,107,15,3525,1900,2075,1020,83,17
"""080770012001""","""Grand Junction, CO""",1,952,423,3145.44,71,84,66,41,51,37,30,33,28,9.88,1.33,2.07,2,2,24593,21952,25673,0,0,0,14743,12942,15275,11278,9849,11659,3464,3093,3617,0,0,0,0,0,0,1.5,0.6,0.36,0.13,3570,89,2517,84,71,14,2325,1680,1744,1317,85,15
"""081019801001""","""Pueblo, CO""",1,0,0,47589.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,0,0,,,,,,,3067,,,,,
"""081230019071""","""Greeley, CO""",1,1186,465,11244.16,57,68,62,30,37,33,28,31,29,10.81,0.45,2.28,2,2,26949,24273,26030,0,0,0,16789,14872,15664,12991,11453,11997,3798,3419,3667,0,0,0,0,0,0,1.9,0.1,0.78,0.04,3324,92,4160,87,80,9,2248,1491,1715,854,74,26
"""081230015004""","""Greeley, CO""",1,1047,374,23639.73,51,60,56,24,30,27,28,31,29,10.64,0.17,2.29,2,2,26324,23994,25502,0,0,0,16803,14853,15662,13093,11473,12069,3710,3380,3592,0,0,0,0,0,0,1.7,0.1,0.15,0.02,3448,100,4961,87,162,5,3125,1191,1405,858,61,39
"""080050062002""","""Denver-Aurora-Lakewood, CO""",1,856,301,79.86,42,49,49,22,28,27,19,21,22,8.19,30.88,1.73,2,2,18713,16649,18324,10,10,10,12704,10884,11821,9883,8356,9055,2637,2345,2581,184,183,184,156,155,156,6.7,6.2,4.34,3.77,32431,81,48950,92,5,216,603,1223,1478,883,57,43
"""080010085381""","""Denver-Aurora-Lakewood, CO""",1,0,0,658.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,0,,,,,,,1834,,,,,
"""080010085234""","""Denver-Aurora-Lakewood, CO""",1,0,0,114.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,0,,,,,,,1560,,,,,
"""080410038022""","""Colorado Springs, CO""",1,3837,0,1935.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,0,0,,,,,,,1648,,,,,
"""081010003001""","""Pueblo, CO""",1,2036,0,301.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,0,0,,,,,,,1501,,,,,
"""080050826001""","""Denver-Aurora-Lakewood, CO""",1,1232,496,112.62,35,40,41,16,20,20,18,19,21,7.88,34.72,1.63,1,2,17761,15701,17406,8,8,8,11938,10144,11104,9298,7799,8510,2503,2212,2452,137,133,142,116,113,120,8.2,5.8,9.78,4.4,29416,37,22183,89,6,227,683,896,1066,773,42,58
"""080050066043""","""Denver-Aurora-Lakewood, CO""",1,1323,793,102.4,34,39,40,17,21,20,17,18,19,5.42,41.95,1.51,1,1,16476,14372,16073,11,11,12,11131,9511,10274,8607,7290,7806,2322,2025,2264,202,196,204,171,166,173,8.9,5,12.41,7.74,31203,24,42626,92,7,256,698,918,1516,752,22,78
"""080010078012""","""Denver-Aurora-Lakewood, CO""",1,2236,622,79.22,29,33,33,12,16,15,16,17,18,6.22,48.85,1.46,1,1,14253,12573,13891,13,13,14,10630,9048,9818,8341,7003,7569,2009,1771,1957,281,274,292,238,232,248,9.3,5.6,13.05,7.85,38522,16,43975,92,5,186,613,681,973,642,12,88
"""080439802001""","""Cañon City, CO""",1,2848,0,638.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,0,0,,,,,,,3610,,,,,
"""080010083082""","""Denver-Aurora-Lakewood, CO""",1,1482,579,157.3,37,43,44,18,23,22,19,20,22,7.91,29.13,1.66,1,2,19115,16344,18834,12,11,12,12423,10490,11648,9472,7952,8734,2694,2302,2653,258,235,261,219,200,222,7.5,4.6,6.7,3.68,25717,18,44503,93,6,285,701,1005,,1005,78,22
"""080130132082""","""Boulder, CO""",1,828,319,135.69,45,53,58,24,30,32,21,23,26,9.72,22.84,2.03,2,2,23901,21017,24178,0,0,0,14984,12992,14242,11616,10031,10836,3368,2961,3406,0,0,0,0,0,0,2.4,2.1,3.18,2.35,10593,95,8856,88,11,208,1043,1426,1426,,95,5
"""080310037022""","""Denver-Aurora-Lakewood, CO""",1,1146,438,50.03,55,65,65,36,45,44,19,20,21,7.28,63.71,1.69,1,2,16300,14264,15974,9,8,9,12186,10317,11398,9675,8100,8925,2287,2001,2241,224,216,232,189,182,196,7.1,7.7,7.73,8.76,60158,72,105881,94,4,243,544,1986,2123,1652,71,29
"""080310004011""","""Denver-Aurora-Lakewood, CO""",1,735,317,53.11,47,55,56,27,34,33,20,21,23,7.46,44.54,1.82,2,2,18666,16509,18318,5,5,6,13139,11150,12297,10376,8691,9578,2619,2316,2569,143,143,149,121,121,126,6.6,4.2,5.99,5.97,41588,76,72479,95,3,349,447,1490,1616,1053,78,22
"""080310007021""","""Denver-Aurora-Lakewood, CO""",1,1175,377,53.72,31,36,37,15,19,18,16,17,18,6.12,42.93,1.45,1,1,14531,12873,14156,16,16,17,10725,9124,9938,8263,6905,7519,2039,1806,1986,424,413,433,357,349,366,9,5.5,8.84,7.02,45807,27,87431,95,4,214,538,814,1113,699,28,72
"""080050060002""","""Denver-Aurora-Lakewood, CO""",1,681,286,99.08,41,48,49,22,28,27,19,20,22,7.15,20.65,1.71,2,2,18310,16264,17938,12,12,12,12555,10735,11691,9766,8237,8955,2580,2291,2527,209,207,209,177,176,177,6.8,6.8,4.17,2.89,33922,75,54931,92,5,220,600,1207,1290,1083,60,40
"""080310037021""","""Denver-Aurora-Lakewood, CO""",1,1357,827,36.43,31,35,36,15,19,18,16,17,18,4.58,104.05,1.42,1,1,13251,11360,12907,13,12,14,10294,8677,9536,8090,6759,7365,1859,1593,1810,345,325,361,291,275,304,9.4,7.6,20.66,22.7,59286,14,104423,94,5,334,574,819,,819,25,75
"""080310153003""","""Denver-Aurora-Lakewood, CO""",1,633,450,21.31,35,41,42,20,24,24,16,17,18,5.24,110.62,1.44,1,1,14618,12418,14269,8,7,8,10458,8788,9679,8200,6858,7462,2051,1742,2002,207,188,215,175,159,181,9.3,8.1,24.62,21.12,50279,2,74762,92,11,122,889,1067,1817,872,21,79
"""080310032011""","""Denver-Aurora-Lakewood, CO""",1,1149,638,35.65,37,43,44,21,27,26,16,16,18,4.47,80.05,1.4,1,1,13577,11405,13262,13,12,14,10211,8537,9508,7967,6628,7293,1905,1600,1860,338,309,355,286,261,299,9.3,8,25.02,17.9,67927,8,158292,95,4,269,559,1168,1642,813,43,57
"""080310027032""","""Denver-Aurora-Lakewood, CO""",1,1385,946,27.81,31,36,37,17,22,21,14,15,16,4.05,137.8,1.25,1,1,11792,9846,11444,17,15,18,9244,7698,8554,7150,5917,6486,1655,1381,1605,440,400,462,371,338,390,9.6,8.3,39.44,34.02,69983,1,200328,96,3,460,513,944,1484,759,26,74
"""080310070373""","""Denver-Aurora-Lakewood, CO""",1,732,401,68.91,29,33,34,12,15,14,17,18,19,5.99,34.83,1.53,1,1,15699,13809,15342,10,10,11,11202,9524,10399,8725,7315,7968,2203,1937,2152,274,272,279,231,230,235,8.7,7.2,9.98,5.82,47563,28,45786,91,11,186,1016,638,,638,28,72
"""080310007024""","""Denver-Aurora-Lakewood, CO""",1,579,213,52.6,,,,,,,18,19,21,6.69,27.11,1.61,1,2,16579,14517,16260,16,16,16,11956,10198,11163,9209,7754,8455,2326,2036,2281,421,408,426,355,345,360,7.9,5.3,5.95,4.05,44622,46,70255,94,4,243,550,,,,60,40
"""080310032012""","""Denver-Aurora-Lakewood, CO""",1,1502,960,37.97,34,39,40,19,23,23,15,16,17,4.77,120.51,1.4,1,1,12996,11029,12650,9,9,10,10083,8427,9343,8014,6653,7308,1824,1547,1774,246,227,261,207,191,220,9.5,8.1,31.01,25.28,69617,7,160870,95,4,287,523,1015,1338,889,28,72
"""080310028024""","""Denver-Aurora-Lakewood, CO""",1,1045,598,31.42,29,34,34,15,18,18,15,16,17,4.97,94.62,1.34,1,1,12326,10743,11941,17,17,18,9820,8328,9045,7634,6380,6902,1730,1507,1675,456,441,468,385,372,395,9.4,7,19.86,19.03,58021,22,122250,95,5,265,611,794,,794,12,88
"""080310005024""","""Denver-Aurora-Lakewood, CO""",1,1440,756,40.12,31,35,36,14,17,16,17,18,19,4.15,78.11,1.55,1,1,15387,13333,15025,8,7,8,11195,9504,10374,8830,7439,8051,2159,1870,2108,206,195,216,174,164,182,9.2,4.9,29.75,18.84,46475,15,66525,94,7,271,778,740,1730,446,23,77
"""080050072012""","""Denver-Aurora-Lakewood, CO""",1,2202,594,120.52,36,42,42,18,22,22,18,19,21,7.37,36.3,1.65,1,2,16907,15189,16538,8,8,8,11940,10179,11096,9417,7896,8623,2383,2140,2330,140,143,143,119,121,121,8,6.5,7.34,4.93,42656,56,46024,92,8,149,814,968,1270,788,37,63
"""080310027024""","""Denver-Aurora-Lakewood, CO""",1,645,543,42.61,38,45,45,24,30,29,14,15,16,4.64,59.07,1.28,1,1,12499,10559,12151,17,15,17,9498,7939,8798,7307,6053,6640,1754,1481,1704,438,405,454,370,342,383,9.6,7.9,59.91,12.74,67532,0,188629,96,4,270,527,1291,2220,952,27,73
"""080050828004""","""Denver-Aurora-Lakewood, CO""",1,938,412,45.56,39,45,46,20,25,24,19,20,21,7.2,65.14,1.66,1,2,18644,15436,18403,9,7,9,12241,10246,11477,9461,7946,8730,2627,2175,2592,153,126,155,130,107,132,7.9,5.5,10.02,9.04,26692,0,18501,89,7,393,772,1099,,1099,81,19
"""080050066031""","""Denver-Aurora-Lakewood, CO""",1,1013,382,112.42,46,54,55,25,31,30,22,23,25,8.99,30.56,1.94,2,2,21554,19141,21192,3,3,3,14180,12116,13281,11097,9375,10251,3038,2696,2985,45,45,45,38,38,38,4.2,4.5,3.15,3.4,26862,100,33708,92,6,233,689,1353,1348,1379,84,16
"""080050056311""","""Denver-Aurora-Lakewood, CO""",1,735,271,107.04,55,65,65,33,41,40,22,23,25,9.72,24.61,1.98,2,2,21614,18955,21300,4,4,4,14419,12297,13550,11301,9561,10480,3046,2670,3001,71,66,69,61,56,59,2.7,5.4,2.73,2.53,28933,97,34136,91,10,173,884,1807,1807,,100,0
"""080050073024""","""Denver-Aurora-Lakewood, CO""",1,1119,291,61.68,29,34,34,13,16,16,16,17,18,6.86,32.34,1.45,1,1,14597,12922,14229,12,12,12,10563,8965,9757,8298,6941,7535,2057,1820,2004,208,204,218,177,173,185,9.2,6.6,8.34,4.72,37612,18,53556,92,5,187,615,721,,721,15,85
"""080050059512""","""Denver-Aurora-Lakewood, CO""",1,1252,727,127.77,31,36,37,15,19,18,16,17,18,5.25,29.9,1.45,1,1,14887,13245,14523,15,15,16,10666,9097,9842,8298,6964,7520,2098,1866,2046,271,267,276,230,227,235,8.9,6.9,11.14,5.69,36898,33,57818,92,5,170,620,826,1558,641,20,80
"""080050832004""","""Denver-Aurora-Lakewood, CO""",1,1893,505,116,63,75,75,40,50,49,22,24,26,11.75,51.17,1.99,2,2,23668,20851,23331,1,1,1,14727,12721,13806,11369,9771,10499,3335,2937,3287,23,12,21,20,11,17,2.6,4.4,4.13,4.35,17781,100,10929,87,11,217,970,2209,2209,,94,6
"""080050071051""","""Denver-Aurora-Lakewood, CO""",1,2636,892,2343.76,57,67,68,33,42,40,24,26,27,11.71,4.46,2.11,2,2,25074,22136,24761,0,0,0,15603,13580,14657,12069,10462,11169,3534,3118,3488,0,0,0,0,0,0,1.6,3.4,3.68,0.38,7706,95,7741,86,18,66,1047,1816,1816,,99,1
"""080310036014""","""Denver-Aurora-Lakewood, CO""",1,563,195,28.09,36,41,42,18,23,22,17,19,19,6.25,43.42,1.56,1,1,15338,13746,14929,11,11,12,11348,9717,10491,8899,7490,8091,2152,1928,2094,297,300,306,251,253,259,8.8,4.3,8.67,6.94,41878,47,88393,95,4,342,480,996,1091,967,24,76
"""080010093193""","""Denver-Aurora-Lakewood, CO""",1,1329,395,62.25,37,43,44,18,23,22,19,20,21,8.4,53.32,1.67,1,2,18338,15494,18078,7,7,8,12274,10264,11512,9529,7938,8800,2584,2183,2547,161,144,165,137,122,140,8.2,3.8,6,6.34,33555,5,30222,91,3,442,570,1009,1025,950,79,21
"""080130126074""","""Boulder, CO""",1,1537,784,80.97,38,44,49,22,28,29,16,17,20,6.25,60.53,1.54,1,1,16014,14261,16000,7,6,7,11230,9595,10535,8818,7440,8109,2257,2009,2254,155,146,172,132,124,146,8.6,4.9,14.95,9.68,23892,40,42898,92,6,245,767,1301,,1301,20,80
"""080010093164""","""Denver-Aurora-Lakewood, CO""",1,1021,223,70.8,,,,,,,20,21,23,11.15,35.13,1.81,2,2,19884,16880,19632,6,5,5,13270,11155,12486,10348,8669,9602,2802,2378,2766,119,108,118,101,92,100,6.3,3.7,4.39,3.15,32908,29,28800,91,5,288,636,,,,100,0
"""080010086042""","""Denver-Aurora-Lakewood, CO""",1,1468,496,166.54,45,52,53,23,29,28,22,23,25,8.94,26.63,1.93,2,2,22194,19757,21807,1,1,1,14186,12205,13251,11038,9406,10156,3128,2783,3072,20,16,23,17,13,20,5.9,0.7,3.88,2.98,11097,76,14009,90,5,257,610,1254,1459,832,67,33
"""080050072022""","""Denver-Aurora-Lakewood, CO""",1,1039,321,79.56,41,48,49,21,27,26,20,21,23,8.44,34.05,1.8,2,2,18574,16708,18197,8,8,8,13025,11087,12169,10271,8595,9465,2618,2354,2563,137,138,141,117,117,119,5.7,6.2,4.3,4.03,40333,100,47738,92,4,370,563,1164,1192,1100,70,30
"""080590111003""","""Denver-Aurora-Lakewood, CO""",1,886,382,164.72,52,61,61,31,39,38,21,22,23,8.43,19.56,1.82,2,2,20416,17535,20028,8,7,8,13451,11613,12551,10413,8995,9574,2877,2470,2821,161,148,156,137,126,133,6,5.4,3.07,2.32,31729,67,44568,92,5,194,766,1713,1767,1481,81,19
"""080470138003""","""Denver-Aurora-Lakewood, CO""",1,967,548,13124.14,38,44,45,16,21,20,22,24,25,8.82,0.37,1.9,2,2,23908,21505,23532,0,0,0,14227,12567,13251,10858,9538,9936,3369,3029,3315,0,0,0,0,0,0,6.1,1.7,0.97,0.04,2711,50,5868,86,51,23,1714,899,,899,37,63
"""080130125083""","""Boulder, CO""",1,1024,310,56.29,45,54,58,29,36,38,17,18,21,8.25,45.43,1.63,1,2,16728,15225,16682,8,7,8,11847,10190,11133,9312,7874,8589,2357,2145,2350,177,172,194,151,146,165,7.6,4.2,11.3,5.51,18888,75,20291,90,6,273,760,1693,1875,1621,28,72
"""081230003001""","""Greeley, CO""",1,2083,0,155.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0.01,0,,,,,,91,1448,,,,,
"""081230004012""","""Greeley, CO""",1,422,193,64.8,45,52,48,21,26,24,23,25,24,8.92,26.58,1.93,2,2,22204,19901,21377,2,2,2,14184,12170,13087,11039,9349,10059,3129,2803,3011,16,17,16,20,22,21,5.4,2.5,3.51,2.98,17848,90,23405,91,6,277,694,1068,,1068,66,34
"""080130125093""","""Boulder, CO""",1,792,300,62.58,56,67,73,37,46,48,20,21,25,7.87,37.75,1.92,2,2,21851,19436,22058,3,3,3,14086,12045,13418,10938,9247,10236,3079,2738,3107,69,59,74,59,50,63,3.3,3.4,4.27,4.79,13572,100,14449,89,8,245,943,2167,2151,2286,88,12
"""080050869001""","""Denver-Aurora-Lakewood, CO""",1,1129,435,116.69,36,42,43,20,24,24,17,18,19,6.9,25.73,1.49,1,1,16123,13835,15826,11,11,11,10986,9261,10219,8519,7123,7793,2272,1949,2229,195,189,196,165,160,167,8.8,7.8,6.78,3.73,47539,9,50488,91,11,137,879,1067,1441,813,40,60
"""080050868003""","""Denver-Aurora-Lakewood, CO""",1,1668,816,59.24,37,43,43,20,26,25,16,17,18,5.21,71.8,1.47,1,1,14884,12816,14558,11,11,12,10663,8991,9882,8367,6995,7627,2098,1805,2051,199,190,204,169,162,173,9.2,7.4,13.78,13.78,49790,8,48394,91,8,184,691,1119,1357,1038,25,75
"""080050870003""","""Denver-Aurora-Lakewood, CO""",1,2579,1021,105.02,34,40,40,19,24,23,15,16,17,5.53,53.77,1.37,1,1,13278,11629,12916,13,13,14,9946,8410,9153,7840,6542,7091,1871,1638,1820,235,230,242,200,195,206,9.5,7.5,20.19,9.72,47473,4,46448,91,10,238,883,1042,,1042,0,100
"""080590106031""","""Denver-Aurora-Lakewood, CO""",1,607,292,70.81,39,46,46,20,25,24,20,21,22,6.96,28.72,1.77,2,2,18414,16494,18039,7,7,7,12833,10947,11973,10093,8477,9284,2595,2323,2541,144,147,148,123,124,125,7.3,3.6,4.59,4.12,37651,66,45188,93,5,262,607,1085,1196,944,56,44
"""080590103081""","""Denver-Aurora-Lakewood, CO""",1,982,456,179.73,46,54,55,25,31,30,21,23,24,8.36,21.21,1.92,2,2,20371,18302,19974,4,4,4,13912,11887,13020,10953,9218,10116,2871,2578,2814,88,91,90,75,77,77,5.5,2.4,3.6,2.54,32252,94,35124,93,5,267,633,1366,1461,1117,72,28
"""080590120511""","""Denver-Aurora-Lakewood, CO""",1,919,347,203.46,58,69,69,34,43,42,24,26,27,9.89,16.87,2.13,2,2,23905,20891,23540,1,0,0,15546,13498,14595,12162,10551,11269,3369,2943,3316,15,4,10,13,3,8,1.9,1.4,1.93,1.71,23237,100,21573,91,16,120,1090,1882,1882,,100,0
"""080590120482""","""Denver-Aurora-Lakewood, CO""",1,602,222,104.37,56,66,66,33,41,40,23,25,26,10,21.27,2.06,2,2,23485,20605,23109,1,0,1,15114,13113,14165,11787,10204,10898,3310,2903,3255,17,7,12,14,6,10,3,2,2.84,2.13,23272,96,20999,91,12,198,1003,1791,1791,,91,9
"""080590120322""","""Denver-Aurora-Lakewood, CO""",1,694,315,3275.79,63,75,75,38,47,46,26,28,29,10.6,1.02,2.28,2,2,26607,23735,26304,0,0,0,16778,14805,15794,13029,11461,12089,3750,3344,3706,0,0,0,0,0,0,0.1,2.6,0.25,0.1,4461,100,4631,85,205,13,3670,2064,2149,988,93,7
"""080590106042""","""Denver-Aurora-Lakewood, CO""",1,685,299,99.17,42,49,50,22,28,27,20,21,22,7.51,22.65,1.79,2,2,18979,16971,18599,4,5,4,12998,11124,12119,10232,8638,9405,2675,2391,2620,91,95,93,77,81,79,7.4,3.3,4.2,3.02,34834,62,44269,93,7,219,758,1226,1617,832,50,50
"""080590107012""","""Denver-Aurora-Lakewood, CO""",1,1296,764,160.69,39,45,46,20,25,25,19,20,21,6.25,29.71,1.68,1,2,17666,15924,17300,6,6,6,12202,10405,11353,9591,8037,8789,2490,2243,2437,122,125,127,103,106,108,7.9,5,5.9,4.75,34825,51,42866,92,8,247,800,1106,1409,918,38,62
"""080590120543""","""Denver-Aurora-Lakewood, CO""",1,860,292,208.79,57,67,68,34,42,41,23,24,26,10.64,14.88,2.05,2,2,22725,20134,22409,4,4,4,14978,12837,14098,11684,9915,10853,3203,2836,3157,91,85,89,77,72,75,1.7,3.9,3.78,1.4,23063,98,22037,90,23,149,1251,1859,1859,,98,2
"""080590120592""","""Denver-Aurora-Lakewood, CO""",1,921,335,149.53,55,65,65,32,40,39,23,25,27,10.7,23.97,2.08,2,2,23456,20679,23116,2,2,2,15210,13097,14287,11861,10146,10991,3306,2913,3256,44,37,40,37,32,34,2.2,2,2.69,2.24,20254,100,15817,90,15,160,1201,1747,1747,,95,5
"""080690017042""","""Fort Collins, CO""",1,1159,508,96.25,40,47,44,20,25,22,20,23,22,7.83,41.31,1.72,2,2,19482,17387,19612,2,2,2,12166,10835,12107,9383,8347,9301,2744,2449,2763,38,38,43,52,52,59,7.6,2.7,5.15,5.28,15024,57,15457,89,4,291,547,989,1202,806,46,54
"""080690001001""","""Fort Collins, CO""",1,781,424,51.89,38,45,42,20,25,22,18,20,19,6.74,55.04,1.51,1,1,15488,13942,15472,6,6,7,10515,9383,10371,8222,7306,8070,2182,1964,2180,112,113,121,152,153,165,9.1,3.1,11.29,8.17,18930,38,28961,92,3,395,485,1008,,1008,4,96
"""080690011121""","""Fort Collins, CO""",1,1946,623,125.98,42,49,46,21,26,23,21,23,23,9.48,46.86,1.76,2,2,20102,17140,20457,3,2,3,12486,11060,12491,9602,8607,9552,2832,2415,2882,52,38,58,71,51,78,7.4,1.2,6.46,4.95,12743,19,9384,88,7,208,949,1041,1114,860,71,29
"""080590111001""","""Denver-Aurora-Lakewood, CO""",1,1808,898,162.24,31,35,36,14,18,18,16,17,18,5.04,27.9,1.42,1,1,14714,13067,14355,17,17,18,10549,8997,9744,8119,6809,7358,2074,1841,2022,356,347,364,302,295,308,9.2,5.4,7.23,5.54,34027,15,44395,92,7,175,688,792,1208,727,13,87
"""080590110001""","""Denver-Aurora-Lakewood, CO""",1,597,322,160.91,52,62,62,33,41,40,20,21,22,6.4,12.81,1.75,2,2,18928,16891,18597,8,8,8,12843,10976,11998,10001,8422,9203,2668,2379,2620,174,175,175,148,148,148,6.9,5.5,2.81,2,33524,58,43261,92,10,207,895,1788,1788,,58,42
"""080690016012""","""Fort Collins, CO""",1,1006,428,634.23,45,54,50,23,29,25,22,25,25,9.59,6.47,1.87,2,2,22534,20011,22771,0,0,0,13378,12031,13333,10203,9212,10125,3174,2819,3208,0,0,0,0,0,0,5.8,1.8,2.46,0.67,6369,62,11224,89,12,74,1031,1141,1279,890,64,36
"""080690006001""","""Fort Collins, CO""",1,865,0,190.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,0,0,,,,,,,730,,,,,
"""080690007001""","""Fort Collins, CO""",1,1610,797,151.12,39,46,43,21,26,23,19,21,20,6.94,36.62,1.6,1,2,16728,15017,16753,2,2,2,11114,9887,11010,8726,7736,8610,2356,2115,2360,31,35,40,43,47,55,8.8,3.5,6.94,5.27,18048,45,31650,92,3,408,432,1028,1459,914,21,79
"""080590112024""","""Denver-Aurora-Lakewood, CO""",1,650,253,323.52,43,50,51,22,28,27,21,22,24,,,1.88,2,2,20627,18474,20286,4,4,4,13733,11759,12862,10738,9065,9917,2907,2602,2858,88,91,87,74,77,74,5.3,5.6,2.17,0.78,29702,77,44373,92,13,134,953,1214,1359,871,70,30
"""080050065021""","""Denver-Aurora-Lakewood, CO""",1,937,450,127.16,38,44,44,20,25,24,18,19,20,6.75,23.9,1.59,1,2,17138,15125,16787,13,12,13,11713,9991,10893,9071,7641,8297,2415,2131,2365,226,219,231,192,186,196,8.2,5.1,4.45,3.54,31515,34,44631,92,7,181,746,1088,1524,778,42,58
