blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""080310036031""","""Denver-Aurora-Lakewood, CO""",1,1402,710,316.4,40,47,47,21,26,25,19,21,22,6.65,14.93,1.75,2,2,17468,15580,17138,8,8,8,12662,10808,11848,10007,8423,9233,2451,2185,2404,204,200,211,172,169,178,6.8,5.8,5.02,2.24,45434,68,74425,94,8,179,638,1142,1397,719,62,38
"""080350139042""","""Denver-Aurora-Lakewood, CO""",1,1211,454,593.83,51,60,60,28,36,35,22,24,25,10,7.65,1.99,2,2,23251,20699,22913,1,1,1,14632,12598,13711,11345,9674,10474,3277,2916,3228,10,8,9,8,7,8,3.2,5.5,2.28,0.76,13071,98,17689,88,12,84,1096,1558,1628,1190,84,16
"""080350139043""","""Denver-Aurora-Lakewood, CO""",1,1340,665,602.3,41,48,48,24,30,29,17,18,19,6.89,7.6,1.51,1,1,18259,15938,17891,4,3,4,11198,9616,10334,8596,7345,7783,2573,2245,2520,29,26,30,24,22,26,8.7,5.6,3.4,1.1,15045,7,18812,89,23,38,1185,1297,1211,1309,12,88
"""080310037032""","""Denver-Aurora-Lakewood, CO""",1,1613,852,97.68,43,50,51,26,32,31,17,18,20,5.95,51.89,1.57,1,2,15006,13215,14663,11,10,11,11323,9585,10556,8940,7464,8208,2106,1854,2057,277,268,291,234,226,246,8.4,7.5,11.41,8.72,56267,48,91356,94,4,264,523,1400,1920,895,49,51
"""080350139051""","""Denver-Aurora-Lakewood, CO""",1,738,391,360.98,37,43,43,20,25,25,16,18,18,5.48,5.94,1.45,1,1,17570,15373,17188,4,3,4,10813,9296,9941,8306,7102,7486,2476,2166,2421,31,28,33,26,24,28,9,5.4,7.39,1.08,14003,3,17398,88,21,73,1219,1102,,1102,0,100
"""080350139052""","""Denver-Aurora-Lakewood, CO""",1,1566,540,324.38,57,68,68,35,43,42,23,24,26,10.81,18,2,2,2,24013,21165,23674,1,0,0,14808,12800,13882,11419,9818,10544,3384,2982,3335,5,0,3,4,0,3,2.3,5.4,3.35,1.66,13380,100,14309,88,10,154,820,1890,1903,1556,96,4
"""080310037031""","""Denver-Aurora-Lakewood, CO""",1,1289,731,70.73,33,38,39,16,21,20,16,17,19,5.42,55.98,1.47,1,1,14300,12467,13963,13,13,14,10774,9109,10023,8420,7027,7703,2007,1749,1959,347,333,362,293,281,306,9,7.3,17.96,10.34,55458,27,88862,94,4,328,532,898,,898,38,62
"""080310038001""","""Denver-Aurora-Lakewood, CO""",1,1142,705,100.11,42,49,50,24,30,29,18,19,20,5.42,38.15,1.6,1,2,16902,14501,16637,9,9,10,11737,9819,11015,9120,7555,8430,2372,2034,2334,245,230,252,207,194,212,7.9,7.9,6.85,7.04,55804,30,92461,93,4,271,542,1319,,1319,79,21
"""080310038002""","""Denver-Aurora-Lakewood, CO""",1,568,386,67.94,52,62,62,35,44,43,17,18,20,4.79,27.2,1.53,1,1,16118,13932,15830,11,10,11,11271,9457,10539,8723,7229,8024,2262,1954,2220,286,274,295,241,231,249,8.5,8,7.92,5.68,54486,24,92186,93,4,266,526,1909,2403,1106,62,38
"""080310038003""","""Denver-Aurora-Lakewood, CO""",1,1480,824,82.05,56,67,67,39,49,48,17,17,19,5.6,56.27,1.47,1,1,16153,13658,15902,13,12,13,10998,9141,10307,8400,6922,7734,2267,1916,2231,332,304,342,280,257,289,8.8,8.1,12.8,10.04,53208,3,89842,93,4,268,539,2158,2250,1970,67,33
"""080310038004""","""Denver-Aurora-Lakewood, CO""",1,1795,1390,121.56,38,45,45,24,30,29,15,16,17,4.02,45.99,1.32,1,1,12494,10907,12133,16,15,16,9685,8152,8922,7516,6221,6791,1753,1530,1702,416,401,429,351,339,362,9.7,7.9,80.21,11.43,54302,0,92341,93,5,227,561,1297,,1297,4,96
"""080310038005""","""Denver-Aurora-Lakewood, CO""",1,1282,727,169.21,55,66,66,38,47,46,18,19,20,5.43,23.31,1.59,1,2,16527,14332,16236,11,10,11,11702,9845,10963,9105,7566,8402,2319,2010,2277,277,268,283,234,226,239,8.1,7.6,6.96,4.3,59368,35,99582,94,4,246,534,2052,2282,1492,71,29
"""080350139053""","""Denver-Aurora-Lakewood, CO""",1,1263,407,213.6,61,73,73,39,49,47,22,24,26,10.72,20.42,1.99,2,2,23476,20698,23167,0,0,0,14675,12574,13776,11364,9658,10511,3308,2916,3264,3,0,2,2,0,2,2.6,5.3,2.23,1.91,12152,94,12754,87,9,144,791,2130,2130,,98,2
"""080350139113""","""Denver-Aurora-Lakewood, CO""",1,1535,451,578.99,62,73,73,38,48,47,23,26,27,12.2,9.5,2.07,2,2,25255,22530,24924,0,0,0,15375,13425,14422,11816,10251,10911,3559,3174,3511,0,0,0,0,0,0,1.8,3.8,3.12,0.78,8043,100,6885,86,34,38,1321,2091,2091,,85,15
"""080310120102""","""Denver-Aurora-Lakewood, CO""",1,994,568,92.41,40,47,47,22,28,27,18,19,20,6.34,38.95,1.57,1,2,17929,15289,17602,7,6,7,11686,9912,10877,8991,7608,8226,2516,2145,2469,179,159,183,151,134,154,8.4,6,8.65,6.15,28047,7,29344,90,18,163,1535,1220,1510,1020,41,59
"""080350139093""","""Denver-Aurora-Lakewood, CO""",1,649,241,3375.13,67,80,80,41,52,50,26,29,30,11.57,0.83,2.34,2,2,26874,23911,26596,0,0,0,17160,15151,16176,13373,11782,12430,3787,3368,3747,0,0,0,0,0,0,0,2.2,0.16,0.07,3360,100,3245,84,260,16,3814,2257,2257,,100,0
"""080310050012""","""Denver-Aurora-Lakewood, CO""",1,976,410,165.46,50,59,59,30,37,36,20,21,23,7.34,18.18,1.83,2,2,18413,16573,18095,7,8,7,13220,11236,12391,10442,8709,9658,2584,2325,2538,195,203,195,165,171,165,5.1,7.9,3.63,2.48,50502,100,64504,92,5,244,606,1631,1655,1531,81,19
"""080310039011""","""Denver-Aurora-Lakewood, CO""",1,2104,1105,417.32,66,78,78,47,59,58,18,19,21,6.16,16.3,1.64,1,2,17398,15137,17126,8,8,8,12009,10124,11273,9354,7798,8653,2441,2123,2402,213,203,218,180,171,184,7.4,7.9,10.09,2.65,53280,34,90851,93,12,176,1086,2583,2938,1686,72,28
"""080310039012""","""Denver-Aurora-Lakewood, CO""",1,1091,410,166.51,68,81,81,47,59,58,20,22,23,8.26,20.33,1.86,2,2,18586,16533,18259,6,6,6,13373,11360,12544,10603,8877,9820,2608,2319,2561,162,164,162,137,138,137,4.6,7.8,3.18,2.46,51313,100,83945,93,6,219,716,2597,2739,1715,86,14
"""080310039013""","""Denver-Aurora-Lakewood, CO""",1,1533,749,159.25,66,79,79,46,58,56,20,21,23,7.19,33.83,1.84,2,2,18664,16566,18346,7,7,7,13307,11269,12481,10512,8766,9732,2619,2324,2573,176,179,176,149,151,148,4.7,7.6,4.02,4.7,50606,100,85177,93,4,241,583,2518,2563,2083,91,9
"""080310050021""","""Denver-Aurora-Lakewood, CO""",1,658,239,121.57,63,75,75,43,53,52,21,22,24,8.04,15.81,1.87,2,2,18954,16896,18659,8,8,8,13536,11484,12724,10679,8914,9910,2660,2370,2617,197,200,197,167,168,167,4.1,7.8,2.89,1.97,50207,100,57157,92,6,268,611,2330,2330,,95,5
"""080350139085""","""Denver-Aurora-Lakewood, CO""",1,883,375,205.42,64,76,76,41,52,51,22,24,25,10.1,18.43,1.97,2,2,23894,20987,23612,1,0,1,14612,12624,13717,11236,9665,10383,3367,2957,3326,8,3,7,7,3,6,3.8,3.1,1.71,1.83,6889,61,5817,85,29,106,1461,2268,2268,,84,16
"""080350141232""","""Denver-Aurora-Lakewood, CO""",1,1875,712,625.39,39,46,46,21,27,26,18,19,20,7.17,8.17,1.57,1,1,19502,17020,19118,0,0,0,11740,10201,10833,8989,7803,8136,2748,2398,2693,2,0,3,2,0,3,8.7,3.3,12.06,1.14,8861,5,10841,88,17,70,1185,1165,1484,1115,13,87
"""080350144053""","""Denver-Aurora-Lakewood, CO""",1,1816,571,181.5,58,69,69,36,45,43,22,24,26,11.29,35.53,1.98,2,2,24396,21771,24043,0,0,0,14753,12813,13808,11315,9746,10421,3438,3067,3387,0,0,0,0,0,0,3.3,3.1,4.07,3.15,9373,97,7773,87,13,194,1092,1952,1889,2203,80,20
"""080350144052""","""Denver-Aurora-Lakewood, CO""",1,996,362,192.61,53,62,63,29,37,36,23,25,27,11.1,20.86,2.06,2,2,25063,22201,24736,0,0,0,15304,13295,14367,11772,10168,10883,3532,3127,3485,0,0,0,0,0,0,1.6,3.5,3.82,1.88,9482,100,8687,87,21,90,1567,1613,1613,,95,5
"""080350145032""","""Denver-Aurora-Lakewood, CO""",1,1402,684,424.22,42,49,49,21,27,26,20,22,23,8.63,13.91,1.79,2,2,22607,19765,22263,0,0,0,13428,11605,12533,10242,8821,9397,3186,2784,3136,0,0,0,0,0,0,6.2,6.3,3.65,1.61,9103,47,17814,88,13,110,1129,1175,1374,768,67,33
"""080350141121""","""Denver-Aurora-Lakewood, CO""",1,2008,671,163.78,54,64,65,33,41,40,21,23,24,9.57,39.2,1.92,2,2,21630,19139,21295,3,3,3,14051,12015,13167,10978,9297,10143,3048,2696,3000,24,22,24,21,19,21,3.4,6.1,3.93,4.1,25433,99,28005,90,12,145,1072,1805,1803,1815,85,15
"""080350145041""","""Denver-Aurora-Lakewood, CO""",1,463,286,432.01,31,36,36,13,16,15,19,20,21,6.78,4.49,1.64,1,2,20307,17760,19924,0,0,0,12222,10575,11315,9360,8074,8508,2862,2502,2807,0,0,0,0,0,0,8.3,5.6,4.55,0.66,9284,23,17377,88,7,160,677,695,750,666,35,65
"""080350145043""","""Denver-Aurora-Lakewood, CO""",1,1055,418,318.64,52,61,61,29,37,36,22,24,26,10.35,13.57,1.98,2,2,24531,21744,24181,0,0,0,14743,12773,13813,11286,9710,10407,3457,3063,3406,0,0,0,0,0,0,2.6,6.2,2.15,1.31,9395,97,16816,88,13,133,874,1604,1599,1648,89,11
"""080310050023""","""Denver-Aurora-Lakewood, CO""",1,1941,929,120.12,40,47,47,23,29,28,17,18,19,5.25,40.59,1.51,1,1,15174,13410,14837,11,10,11,11013,9322,10231,8606,7167,7864,2129,1881,2081,277,274,286,234,232,241,8.9,7.7,21.51,7.73,49549,26,53853,91,8,229,877,1279,2147,902,30,70
"""080350146032""","""Denver-Aurora-Lakewood, CO""",1,2396,731,456.19,54,64,64,31,39,38,23,25,26,11.73,18.8,2,2,2,24543,21929,24200,0,0,0,14899,12951,13949,11440,9862,10540,3459,3089,3409,0,0,0,0,0,0,3,3.4,3.77,1.6,8032,100,6372,86,12,122,1027,1699,1699,,82,18
"""080310120012""","""Denver-Aurora-Lakewood, CO""",1,678,281,305.5,69,82,82,47,58,57,22,23,25,8.23,7.57,1.97,2,2,21779,18810,21483,3,2,2,14381,12333,13522,11259,9639,10448,3056,2638,3013,66,55,61,56,47,51,2.8,6.8,1.54,0.92,29225,72,32401,90,38,73,1553,2554,2554,,96,4
"""080310050024""","""Denver-Aurora-Lakewood, CO""",1,2950,1195,153.49,33,38,38,17,21,21,16,17,18,5.31,41.33,1.4,1,1,13735,12103,13383,13,13,13,10244,8676,9465,7976,6641,7237,1927,1698,1877,341,338,350,288,285,296,9.3,7.8,14.21,7.79,50020,11,55654,91,10,287,794,927,1638,856,9,91
"""080310050025""","""Denver-Aurora-Lakewood, CO""",1,834,472,59.72,35,40,41,18,22,22,17,18,19,5.57,44.05,1.53,1,1,15818,13864,15480,9,9,9,11170,9427,10387,8716,7251,7977,2220,1945,2171,234,231,239,197,195,201,8.8,7.9,9.94,7.9,50438,25,58884,92,7,246,762,967,,967,38,63
"""080310051021""","""Denver-Aurora-Lakewood, CO""",1,698,307,80.86,46,54,55,26,33,32,20,21,23,7.24,27.47,1.83,2,2,18638,16551,18308,5,5,5,13211,11223,12372,10462,8764,9671,2615,2321,2568,133,137,133,112,116,112,5.1,8.2,4.13,3.8,50130,97,76434,92,7,230,817,1424,1473,1228,80,20
"""080310051022""","""Denver-Aurora-Lakewood, CO""",1,541,258,80.17,52,61,62,31,39,38,21,22,24,7.02,22.6,1.87,2,2,19091,16736,18765,8,8,7,13548,11539,12702,10669,8993,9874,2679,2348,2632,200,198,195,169,167,165,4.1,8.2,4.14,3.22,49768,100,76745,92,8,239,878,1716,1753,1403,90,10
"""080310051023""","""Denver-Aurora-Lakewood, CO""",1,1142,499,140.24,49,57,58,29,36,35,20,21,23,7.56,26.9,1.78,2,2,18179,16070,17828,11,11,11,12982,11091,12128,10149,8553,9347,2551,2254,2501,282,284,280,238,239,236,5.8,8.1,4.13,3.56,48723,93,72326,92,5,260,658,1580,1583,1571,73,27
"""080310120141""","""Denver-Aurora-Lakewood, CO""",1,1156,479,123.5,50,58,59,28,35,34,22,23,25,9.31,36.12,1.94,2,2,21673,18959,21356,4,3,4,14221,12092,13359,11081,9342,10266,3041,2659,2996,99,91,97,84,77,82,3.3,5.4,3.65,3.88,26751,90,24451,90,6,228,776,1537,1537,,100,0
"""080310120143""","""Denver-Aurora-Lakewood, CO""",1,980,376,107.9,48,56,56,27,34,33,21,22,24,9.39,32.71,1.88,2,2,20910,18787,20519,3,3,3,13728,11762,12817,10710,9038,9853,2934,2635,2878,85,89,86,71,75,72,5.4,5.2,3.91,3.48,27194,100,25536,90,6,249,724,1467,1467,,66,34
"""080310120144""","""Denver-Aurora-Lakewood, CO""",1,1816,955,144.55,36,41,42,18,22,22,18,19,20,6.61,43.68,1.6,1,2,18128,15356,17815,6,6,7,11851,10037,11046,9138,7738,8374,2544,2154,2499,169,145,173,143,123,146,8.3,5.5,17.35,6.61,27754,4,27510,90,16,150,1088,976,1022,936,47,53
"""080310045063""","""Denver-Aurora-Lakewood, CO""",1,1530,460,63.06,29,34,34,12,15,15,17,18,19,5.5,40.1,1.56,1,1,15037,13516,14642,10,10,10,11284,9646,10440,8922,7496,8124,2110,1896,2054,252,254,262,212,214,221,8.9,5,8.64,7.29,42744,39,52610,93,6,162,639,671,1225,561,17,83
"""080310069013""","""Denver-Aurora-Lakewood, CO""",1,487,397,80.73,30,34,35,14,18,17,16,17,18,5.25,25.83,1.37,1,1,14546,12603,14192,16,16,16,10255,8686,9475,7796,6509,7066,2041,1768,1991,417,409,419,352,345,353,9.2,7.7,17.38,4.92,46507,6,61561,92,12,174,873,778,,778,17,83
"""080310051042""","""Denver-Aurora-Lakewood, CO""",1,1737,640,107.57,32,37,38,16,20,20,16,17,18,5.33,31.72,1.43,1,1,14469,12864,14133,18,18,18,10658,9076,9890,8152,6807,7424,2030,1804,1982,475,465,483,401,393,408,8.8,7.8,11.08,5.95,46812,30,71505,92,7,253,904,880,1278,710,30,70
"""080310052001""","""Denver-Aurora-Lakewood, CO""",1,524,286,96.65,48,56,57,28,34,34,21,22,24,6.81,20.15,1.89,2,2,19440,17207,19130,5,5,4,13628,11532,12807,10781,8995,10007,2728,2414,2683,120,123,117,101,104,99,3.8,8.1,3.49,2.96,50545,100,67878,92,7,185,884,1508,1508,,97,3
"""080310052002""","""Denver-Aurora-Lakewood, CO""",1,750,262,148.27,,,,,,,21,22,24,8.15,14.4,1.92,2,2,19521,17269,19234,6,6,6,13865,11770,13048,10972,9193,10199,2739,2422,2698,154,154,151,130,130,127,3.1,7.8,2.69,1.77,49778,100,58177,92,9,203,908,,,,100,0
"""080590117322""","""Denver-Aurora-Lakewood, CO""",1,1549,1022,56.73,33,38,39,16,20,19,18,19,20,5.83,104.96,1.55,1,1,17400,14746,17053,10,9,11,11493,9776,10669,8828,7514,8049,2452,2077,2402,213,184,219,181,157,185,8.7,4.1,14.87,18.02,26038,0,49584,93,19,293,1207,868,883,861,31,69
"""080310052003""","""Denver-Aurora-Lakewood, CO""",1,1274,522,192.95,47,55,56,27,34,33,20,21,23,7.58,20.51,1.78,2,2,18494,16440,18157,10,10,10,13041,11100,12214,10185,8533,9409,2595,2306,2547,261,262,259,220,221,218,5.6,7.9,3.69,2.71,48140,85,63802,92,8,198,727,1495,1599,1148,77,23
"""080310052004""","""Denver-Aurora-Lakewood, CO""",1,803,316,77.65,49,58,59,29,36,35,20,22,23,7.73,31.46,1.85,2,2,19182,17022,18852,6,6,6,13424,11376,12588,10569,8818,9783,2692,2388,2644,163,170,161,138,143,135,4.7,8,4.11,4.07,50517,100,65614,92,5,313,585,1585,1585,,89,11
"""080310053001""","""Denver-Aurora-Lakewood, CO""",1,1405,676,276.66,39,46,46,21,27,26,18,19,20,5.6,13.69,1.58,1,2,15885,14341,15546,18,18,18,11734,10072,10928,9036,7596,8275,2229,2012,2181,469,464,472,396,392,398,7.7,7.6,4.17,2.44,44426,59,67241,92,7,233,815,1162,1438,923,46,54
"""080410061001""","""Colorado Springs, CO""",1,2186,850,164.37,30,35,33,14,17,15,17,18,18,5.52,28.52,1.36,1,1,14680,12697,14575,10,9,10,9677,8518,9519,7427,6557,7280,2068,1789,2053,183,173,186,163,154,166,9.4,6.9,24,5.17,24804,2,25450,89,7,283,711,670,,670,4,96
"""080410062001""","""Colorado Springs, CO""",1,2093,912,271.96,40,47,43,21,26,23,19,21,20,6.68,22.41,1.56,1,2,17901,15736,17799,3,3,4,11080,9821,10928,8493,7540,8355,2522,2217,2507,65,64,66,58,57,59,8.6,5.3,23.73,3.35,21282,24,22027,89,7,214,831,1013,1283,916,27,73
"""080410062002""","""Colorado Springs, CO""",1,1812,588,106.16,41,49,45,20,25,22,21,24,23,8.99,49.79,1.75,2,2,20224,17956,20127,4,4,4,12436,11026,12301,9510,8421,9387,2849,2529,2835,77,76,78,69,68,69,6.2,6.3,5.56,5.54,23416,77,22433,89,7,362,672,984,1024,913,64,36
"""080410062003""","""Colorado Springs, CO""",1,2189,743,513.85,42,50,46,21,27,23,21,23,23,8.7,12.58,1.74,2,2,20522,17949,20443,1,1,1,12368,10973,12237,9453,8424,9333,2891,2529,2880,24,21,25,21,18,22,7,4.5,6.22,1.45,17720,39,18537,89,13,151,895,1037,1202,798,59,41
"""080410063022""","""Colorado Springs, CO""",1,1978,713,105.06,32,37,34,15,19,16,17,18,18,5.72,38.81,1.38,1,1,14318,12535,14201,8,8,8,9669,8531,9503,7499,6614,7346,2017,1766,2001,153,151,157,136,134,140,9.5,7.2,20.16,6.79,25652,10,22048,88,4,390,533,734,,734,0,100
"""080310055021""","""Denver-Aurora-Lakewood, CO""",1,2082,564,723.07,45,53,53,25,31,31,20,21,23,8.4,6.55,1.78,2,2,19588,17317,19254,5,5,5,13060,11165,12218,10172,8600,9376,2749,2429,2701,139,136,141,117,115,119,6.6,5.7,2.66,0.78,30768,54,34973,91,14,106,998,1371,1510,1147,62,38
"""080310055031""","""Denver-Aurora-Lakewood, CO""",1,643,256,103.07,49,57,58,27,33,32,22,24,25,8.54,21.2,1.99,2,2,21698,19011,21361,4,3,4,14481,12354,13602,11337,9597,10509,3045,2667,2996,99,90,96,83,76,81,2.7,5.1,2.9,2.48,29068,100,39326,92,8,186,915,1451,1451,,100,0
"""080310055032""","""Denver-Aurora-Lakewood, CO""",1,1989,692,164.18,43,49,50,22,28,27,20,22,23,8.48,35.74,1.82,2,2,20429,17590,20115,4,3,4,13376,11344,12542,10414,8795,9626,2867,2467,2822,96,82,95,81,69,80,6.1,5.2,11.14,4.21,28309,49,34484,91,7,183,766,1219,1245,1066,86,14
"""080310156004""","""Denver-Aurora-Lakewood, CO""",1,1038,307,106.73,36,42,43,17,21,21,19,21,22,8.08,23.24,1.76,2,2,18540,16604,18160,6,6,6,12779,10940,11910,10028,8459,9211,2602,2329,2547,149,152,152,125,128,128,7,5.6,4.21,2.88,36272,70,49774,92,10,150,867,928,981,876,49,51
"""080310055033""","""Denver-Aurora-Lakewood, CO""",1,1027,402,138.55,56,66,66,34,42,41,22,24,25,9.72,28.21,1.97,2,2,22568,19667,22200,2,1,2,14481,12476,13565,11270,9686,10412,3167,2759,3114,44,31,39,37,26,33,3.2,5.6,3.14,2.9,27744,97,31132,91,7,208,838,1841,1841,,97,3
"""080310055034""","""Denver-Aurora-Lakewood, CO""",1,1032,415,93.22,40,46,47,19,24,24,20,22,23,8.29,36.89,1.83,2,2,20401,17991,20034,3,3,3,13408,11449,12529,10456,8841,9629,2863,2524,2810,89,85,90,75,72,76,6.3,4.8,4.02,4.45,27877,71,34004,91,6,254,775,1055,1429,227,69,31
"""080310068041""","""Denver-Aurora-Lakewood, CO""",1,739,364,410.73,58,69,70,40,49,48,19,20,22,6.67,5.91,1.63,1,2,18357,15719,18111,19,17,19,12343,10498,11592,9282,7839,8565,2576,2205,2540,484,455,486,409,384,410,6.6,8.8,4.3,0.89,33156,35,71617,91,5,357,737,2165,2165,,89,11
"""080410064002""","""Colorado Springs, CO""",1,1797,645,143.77,43,51,47,22,28,24,21,23,23,7.36,33,1.73,2,2,19414,17255,19319,5,5,5,12271,10886,12139,9438,8362,9316,2735,2431,2722,99,93,101,88,83,90,6.3,5.5,4.94,4.49,22103,75,16493,88,7,298,745,1079,1083,1072,60,40
"""080410063021""","""Colorado Springs, CO""",1,3911,1491,318.09,38,45,41,20,25,22,18,20,20,7.31,34.28,1.51,1,1,16993,14926,16894,7,7,7,10760,9519,10611,8241,7294,8104,2394,2103,2380,125,122,128,112,109,114,8.6,6.6,11,4.69,23999,26,19601,88,8,237,758,973,,973,25,75
"""080410063012""","""Colorado Springs, CO""",1,1154,394,201.3,46,54,49,23,29,25,22,25,24,8.55,16.73,1.83,2,2,21141,18962,21040,2,2,2,12975,11560,12835,9961,8850,9836,2978,2671,2964,35,39,36,31,34,32,5.4,5.6,4.09,1.96,19213,93,16510,88,6,245,652,1144,1108,1209,64,36
"""080410064001""","""Colorado Springs, CO""",1,2994,940,381.09,39,46,42,20,25,22,19,21,20,7.62,18.8,1.56,1,2,16765,14886,16655,7,7,7,11005,9771,10854,8515,7546,8377,2362,2097,2346,128,128,131,114,114,117,8.5,5.9,13.23,2.47,23630,41,17899,88,5,326,616,971,,971,27,73
"""080050068551""","""Denver-Aurora-Lakewood, CO""",1,3354,1101,292.11,59,71,71,39,49,48,20,22,23,9.75,36.76,1.8,2,2,20748,18235,20394,0,0,0,13211,11293,12334,10287,8724,9461,2924,2569,2873,0,0,0,0,0,0,5.6,8,14.34,3.77,23866,75,55926,91,9,164,977,2151,2464,1415,70,30
"""080410064003""","""Colorado Springs, CO""",1,809,424,81.82,39,46,42,18,23,20,20,23,22,6.71,34.76,1.69,1,2,18790,16727,18689,6,5,6,11958,10611,11819,9206,8155,9078,2647,2356,2633,105,100,108,93,89,96,7.1,5.1,5.43,5.18,20829,67,15719,88,6,336,705,899,1061,733,51,49
"""080050815001""","""Denver-Aurora-Lakewood, CO""",1,1347,980,165.6,37,42,43,19,24,23,18,18,20,3.7,21.88,1.52,1,1,18232,15524,17998,18,17,19,11550,9699,10858,8661,7221,7996,2569,2187,2535,320,291,327,271,247,277,8.1,6.7,13.46,5.92,35778,1,35971,91,8,205,929,1046,1051,1032,74,26
"""080310068091""","""Denver-Aurora-Lakewood, CO""",1,967,423,108.53,64,76,76,43,54,53,20,22,23,8.14,31.73,1.81,2,2,19218,16755,18915,15,14,14,13416,11431,12591,10336,8717,9558,2697,2350,2653,383,364,379,323,307,320,3.1,8.3,2.89,3.9,36940,100,62021,91,7,206,794,2367,2367,,100,0
"""080310068092""","""Denver-Aurora-Lakewood, CO""",1,2330,971,312.33,50,59,60,32,40,39,18,19,21,6.99,21.74,1.59,1,2,16790,15014,16461,18,18,18,11931,10222,11135,9102,7657,8351,2356,2106,2309,473,459,476,399,388,402,7.1,7.9,4.31,3.11,37886,62,56352,91,8,170,856,1749,1691,1826,57,43
"""080310068093""","""Denver-Aurora-Lakewood, CO""",1,1332,426,108.92,61,72,73,41,51,49,21,22,23,9.51,37.18,1.84,2,2,19685,17179,19368,9,9,9,13492,11468,12657,10487,8828,9699,2762,2410,2717,243,230,242,205,194,204,3.4,8.3,3.79,3.91,37577,100,61747,91,7,223,825,2215,2215,,97,3
"""080310068094""","""Denver-Aurora-Lakewood, CO""",1,1198,753,78.21,32,37,38,16,20,19,16,17,19,5.15,49.6,1.41,1,1,16005,13338,15712,17,16,17,10723,9017,9975,8026,6729,7316,2246,1871,2204,452,417,455,381,352,384,8.7,8.4,12.15,9.63,36861,3,64769,91,9,351,863,853,871,836,50,50
"""080310068101""","""Denver-Aurora-Lakewood, CO""",1,885,535,129.06,38,44,45,20,25,24,18,19,21,6.21,25.76,1.58,1,2,18318,15587,18078,16,15,16,12006,10121,11286,9012,7542,8324,2570,2186,2536,424,392,427,357,331,360,7.2,8,9.32,4.15,37114,18,51648,91,10,188,843,1093,1089,1111,82,18
"""080050866002""","""Denver-Aurora-Lakewood, CO""",1,2574,926,541.19,54,64,64,35,43,42,19,21,22,9.12,15.6,1.72,2,2,20229,17882,19869,2,2,2,12726,10936,11837,9835,8379,8994,2851,2519,2799,41,37,43,35,32,37,7.6,4.6,2.79,1.71,14745,41,11002,87,12,97,969,1898,2516,1459,42,58
"""080050853001""","""Denver-Aurora-Lakewood, CO""",1,2395,933,456.36,59,70,70,39,48,47,20,22,23,8.97,18.34,1.8,2,2,20784,18210,20445,3,3,3,13291,11369,12414,10302,8750,9473,2929,2565,2880,59,54,60,50,46,51,6.7,4.7,5.32,2.04,18190,53,13598,88,7,195,699,2107,2440,1450,66,34
"""080050068154""","""Denver-Aurora-Lakewood, CO""",1,547,276,475.62,37,44,44,22,27,27,15,16,17,5.82,3.38,1.33,1,1,15009,12996,14630,14,14,15,9986,8546,9170,7619,6478,6850,2115,1831,2061,252,237,259,214,201,220,9.1,8.4,5.26,0.58,23414,0,82197,92,21,65,1318,1201,,1201,0,100
"""080310013011""","""Denver-Aurora-Lakewood, CO""",1,1050,279,80.13,36,41,42,17,21,21,19,20,21,8.32,28.98,1.7,2,2,16958,15228,16576,8,8,8,12310,10569,11442,9721,8219,8904,2380,2136,2325,209,214,213,177,181,180,7.7,5.4,3.25,3.48,43683,66,74870,94,9,200,711,921,950,903,38,62
"""080310068095""","""Denver-Aurora-Lakewood, CO""",1,835,558,83.26,30,35,36,14,18,18,16,17,18,4.48,30.02,1.37,1,1,15440,13056,15112,16,15,16,10410,8763,9645,7823,6536,7098,2167,1831,2120,420,395,428,355,334,361,9,8.6,15.18,6.7,34747,9,66121,91,4,434,605,792,744,826,41,59
"""080590117242""","""Denver-Aurora-Lakewood, CO""",1,1442,506,126.26,53,62,63,31,38,37,22,23,25,10.57,42.37,1.96,2,2,22448,19948,22132,3,3,3,14394,12252,13513,11172,9386,10337,3164,2810,3118,59,55,59,50,47,50,3,4,4.5,4.01,16562,100,15340,89,6,243,748,1684,1684,,96,4
