GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,AF2AE001,AF2AE002,AF2AE003,AF2AE004,AF2AE005,AF2AE006,AF2AE007,AF2AE008,AF2AE009,AF2AE010,AF2AE011,AF2AE012,AF2AE013,AF2AE014,AF2AE015,AF2AE016,AF2AE017,AF2AE018,AF2AE019,AF2AE020,AF2AE021,AF2AE022,AF2AE023,AF2AE024,AF2AE025,AF2AE026,AF2AE027,AF2AE028,AF2AE029,AF2AE030,AF2AE031,AF2AE032,AF2AE033,AF2AE034,AF2AE035,AF2AE036,AF2AE037,AF2AE038,AF2AE039,AF2AE040,AF2AE041,AF2AE042,AF2AE043,AF2AE044,AF2AE045,AF2AE046,AF2AE047,AF2AE048,AF2AE049
G08004700138002,2012-2016,Colorado,8,Gilpin County,47,13800,"Block Group 2, Census Tract 138, Gilpin County, Colorado",2087,1026,36,46,11,74,2,17,0,4,15,120,118,157,79,58,87,41,65,54,8,19,0,8,7,1061,46,58,19,62,26,2,20,16,89,52,60,32,88,61,181,47,60,56,40,7,17,0,22
G08004700138003,2012-2016,Colorado,8,Gilpin County,47,13800,"Block Group 3, Census Tract 138, Gilpin County, Colorado",918,496,40,7,7,9,0,7,0,0,36,50,34,35,32,77,51,55,26,10,0,0,2,9,9,422,0,29,0,5,0,0,0,7,32,15,23,30,52,8,107,22,17,8,22,30,6,9,0
G08004700138004,2012-2016,Colorado,8,Gilpin County,47,13800,"Block Group 4, Census Tract 138, Gilpin County, Colorado",1282,752,117,127,37,0,0,0,0,0,0,0,107,30,27,58,60,15,124,37,6,0,0,7,0,530,20,20,37,28,0,0,25,0,0,45,40,36,28,82,50,51,28,0,22,8,3,0,7
G08004900001001,2012-2016,Colorado,8,Grand County,49,100,"Block Group 1, Census Tract 1, Grand County, Colorado",1002,485,0,19,0,0,0,0,0,4,0,36,0,45,43,51,80,44,55,29,13,18,27,7,14,517,29,40,50,13,0,0,0,0,0,23,16,0,68,66,78,32,8,16,11,10,10,0,47
G08004900001002,2012-2016,Colorado,8,Grand County,49,100,"Block Group 2, Census Tract 1, Grand County, Colorado",1913,884,21,35,183,52,7,4,39,3,36,104,53,57,24,35,81,46,46,22,23,3,0,5,5,1029,42,23,142,66,110,110,3,10,31,38,52,165,17,34,64,37,28,6,2,15,8,10,16
G08004900002011,2012-2016,Colorado,8,Grand County,49,201,"Block Group 1, Census Tract 2.01, Grand County, Colorado",1693,1019,62,0,16,37,0,0,0,0,0,25,93,27,211,30,53,110,93,92,69,60,0,41,0,674,0,35,0,29,0,0,0,15,0,42,48,0,24,121,26,116,148,70,0,0,0,0,0
G08004900002012,2012-2016,Colorado,8,Grand County,49,201,"Block Group 2, Census Tract 2.01, Grand County, Colorado",1161,607,6,0,0,0,0,0,0,3,0,7,55,7,47,134,13,80,58,6,60,64,15,5,47,554,12,0,0,0,3,0,3,2,0,6,78,0,33,3,88,5,79,99,6,50,70,17,0
G08004900002013,2012-2016,Colorado,8,Grand County,49,201,"Block Group 3, Census Tract 2.01, Grand County, Colorado",1922,956,85,133,32,4,52,0,3,12,94,136,33,50,33,70,99,33,38,5,19,13,0,3,9,966,101,15,85,22,12,0,4,25,71,86,57,25,101,85,109,36,38,25,8,20,4,5,32
G08004900002021,2012-2016,Colorado,8,Grand County,49,202,"Block Group 1, Census Tract 2.02, Grand County, Colorado",1962,1168,59,22,161,62,0,36,0,107,48,57,134,56,44,88,102,101,0,46,0,45,0,0,0,794,0,23,0,0,0,0,41,128,184,83,0,17,92,138,0,49,0,35,0,4,0,0,0
G08004900002022,2012-2016,Colorado,8,Grand County,49,202,"Block Group 2, Census Tract 2.02, Grand County, Colorado",2093,1038,49,19,111,8,68,11,7,77,109,114,28,54,57,47,45,39,6,69,65,14,41,0,0,1055,65,79,54,49,53,7,14,11,22,67,81,95,51,93,86,64,17,67,8,48,0,24,0
G08004900002023,2012-2016,Colorado,8,Grand County,49,202,"Block Group 3, Census Tract 2.02, Grand County, Colorado",1613,932,0,37,80,40,0,0,8,54,108,71,89,89,7,52,64,63,17,53,4,54,42,0,0,681,10,18,124,0,0,0,0,21,56,59,14,80,45,39,18,12,49,4,3,119,10,0,0
G08004900002024,2012-2016,Colorado,8,Grand County,49,202,"Block Group 4, Census Tract 2.02, Grand County, Colorado",1131,663,32,49,0,0,0,8,2,21,104,26,72,68,36,126,29,3,21,4,5,38,3,3,13,468,0,67,18,10,0,0,10,10,64,29,58,12,29,19,69,18,0,19,3,23,6,4,0
G08005109636001,2012-2016,Colorado,8,Gunnison County,51,963600,"Block Group 1, Census Tract 9636, Gunnison County, Colorado",225,159,0,0,72,0,0,0,0,0,0,0,6,0,35,22,0,0,9,0,11,0,0,4,0,66,0,0,0,0,0,0,0,0,0,0,7,25,0,18,0,9,7,0,0,0,0,0,0
G08005109636002,2012-2016,Colorado,8,Gunnison County,51,963600,"Block Group 2, Census Tract 9636, Gunnison County, Colorado",136,72,0,12,0,0,0,0,0,0,13,2,0,0,8,0,4,4,11,0,4,9,5,0,0,64,0,12,0,2,0,0,0,0,0,5,0,0,8,8,2,0,1,1,4,9,0,12,0
G08005109636003,2012-2016,Colorado,8,Gunnison County,51,963600,"Block Group 3, Census Tract 9636, Gunnison County, Colorado",575,302,9,38,18,14,0,0,0,0,48,27,31,0,30,0,23,10,8,0,46,0,0,0,0,273,9,34,26,28,38,0,0,0,6,24,23,43,0,25,7,0,0,0,0,0,0,0,10
G08005109636004,2012-2016,Colorado,8,Gunnison County,51,963600,"Block Group 4, Census Tract 9636, Gunnison County, Colorado",580,284,7,0,38,0,0,0,0,0,11,0,21,18,31,17,52,24,8,0,17,18,14,3,5,296,8,9,26,0,0,0,0,0,0,19,24,7,23,6,65,20,19,0,24,0,36,0,10
G08005109636005,2012-2016,Colorado,8,Gunnison County,51,963600,"Block Group 5, Census Tract 9636, Gunnison County, Colorado",479,261,38,20,9,7,0,0,0,0,29,61,10,7,0,8,16,10,9,7,10,8,0,4,8,218,25,0,18,0,0,0,0,0,18,72,0,0,0,28,8,9,7,16,0,9,0,8,0
G08005109636006,2012-2016,Colorado,8,Gunnison County,51,963600,"Block Group 6, Census Tract 9636, Gunnison County, Colorado",739,376,22,80,0,0,0,0,0,39,13,11,33,10,0,10,63,19,35,20,0,7,10,4,0,363,10,23,48,3,0,0,0,14,8,22,34,4,23,21,35,34,41,10,17,6,10,0,0
G08005109636007,2012-2016,Colorado,8,Gunnison County,51,963600,"Block Group 7, Census Tract 9636, Gunnison County, Colorado",428,183,0,0,0,0,4,0,0,51,0,0,9,0,43,19,8,5,8,0,0,36,0,0,0,245,10,0,5,0,0,0,0,48,0,0,7,0,5,21,41,0,46,0,7,26,0,0,29
G08005109636008,2012-2016,Colorado,8,Gunnison County,51,963600,"Block Group 8, Census Tract 9636, Gunnison County, Colorado",608,341,8,35,42,8,0,0,10,32,0,15,55,0,46,10,30,8,0,9,24,0,0,9,0,267,0,60,0,0,0,0,0,0,0,0,41,12,19,14,37,36,22,0,8,7,0,11,0
G08005109637001,2012-2016,Colorado,8,Gunnison County,51,963700,"Block Group 1, Census Tract 9637, Gunnison County, Colorado",1746,886,28,0,21,0,424,62,0,126,38,0,15,112,0,13,11,0,23,0,13,0,0,0,0,860,31,34,0,13,243,215,159,49,14,59,18,0,0,0,14,11,0,0,0,0,0,0,0
G08005109637002,2012-2016,Colorado,8,Gunnison County,51,963700,"Block Group 2, Census Tract 9637, Gunnison County, Colorado",1374,727,28,37,10,23,34,60,21,74,75,30,57,21,26,58,68,25,23,0,37,20,0,0,0,647,0,0,74,0,80,13,0,52,146,33,30,50,38,59,39,11,0,0,15,7,0,0,0
G08005109637003,2012-2016,Colorado,8,Gunnison County,51,963700,"Block Group 3, Census Tract 9637, Gunnison County, Colorado",1383,746,60,35,6,7,0,41,19,142,0,89,57,13,34,98,16,0,26,8,12,1,59,7,16,637,18,5,33,33,13,8,13,35,46,39,82,32,55,58,25,0,0,23,13,22,12,2,70
G08005109637004,2012-2016,Colorado,8,Gunnison County,51,963700,"Block Group 4, Census Tract 9637, Gunnison County, Colorado",1084,694,58,45,13,0,0,0,124,39,40,136,14,65,2,16,53,42,0,0,13,10,0,24,0,390,23,18,47,0,12,0,19,0,11,132,63,0,0,9,15,0,0,9,20,12,0,0,0
